timestamp,current_price,decision,proposed_price,amount_ratio,proposed_lower,proposed_upper,reason
"2026-06-08 11:07:07",0.1557,"HOLD",0.1557,0.1,0.1401,0.1868,"현재 SUT 가격은 0.1557 USDT에서 변동성 없이 정체된 흐름을 보이고 있어 단기적인 방향성을 확인하기 어렵습니다. 불필요한 거래로 인한 수수료 소모를 방지하고 리스크를 최소화하기 위해 현재 가격대에서는 진입이나 청산을 보류하고 관망(HOLD)하는 것이 유리합니다. 향후 명확한 추세가 형성되거나 박스권 돌파가 일어날 때 포지션을 재조정할 것을 권장합니다."
"2026-06-08 11:08:40",0.1556,"HOLD",0.1556,0.1,0.14,0.179,"현재 SUT 가격은 0.1556 USDT로 변동성이 극도로 축소된 채 횡보세를 보이고 있습니다. 뚜렷한 상승 돌파나 하락 지지선 테스트가 확인되지 않은 상태에서 무리한 진입은 수수료 낭비로 이어질 수 있으므로 관망(HOLD)을 권장합니다. 시장의 방향성이 결정되거나 거래량이 실리는 시점에 진입 기회를 모색하는 것이 바람직합니다."
"2026-06-08 11:13:49",0.1583,"HOLD",0.1583,0.2,0.1425,0.182,"최근 SUT 가격이 0.1556 USDT에서 0.1583 USDT로 상승하며 단기적인 상방 모멘텀을 보여주고 있습니다. '추세 추종(Ride the Trend)' 규칙에 따라, 상승세가 지속되는 시점에서 성급하게 이익을 실현(SELL)하기보다 'HOLD'를 유지하여 추가적인 수익을 도모하는 것이 유리합니다. 또한, 새로운 저점 지지선이 완전히 확인되기 전까지 무리한 추격 매수(BUY)를 지양하고 관망함으로써 불필요한 거래 수수료 소모를 방지하고자 합니다."
"2026-06-08 11:18:57",0.1585,"HOLD",0.1585,0.2,0.142,0.19,"최근 SUT 가격이 0.1556 USDT에서 0.1585 USDT로 점진적인 상승세를 보이고 있습니다. '추세 추종(Ride the Trend)' 원칙을 적용하여, 상승 모멘텀이 유지되는 현 시점에서는 서둘러 차익 실현(SELL)을 하기보다는 HOLD 포지션을 유지하며 추가적인 상승 이익을 도모하는 것이 유리합니다. 과도한 거래로 인한 불필요한 수수료 발생을 억제하고 추세가 꺾이거나 저항선에 부딪힐 때까지 대기합니다."
"2026-06-08 11:24:06",0.1586,"HOLD",0.1586,0.2,0.142,0.19,"SUT 가격이 0.1556 USDT에서 0.1586 USDT까지 꾸준한 상승세를 보이고 있습니다. '추세 추종(Ride the Trend)' 규칙에 의거하여, 상승 모멘텀이 꺾이거나 저항에 부딪히기 전에 성급하게 매도(SELL)하기보다는 HOLD 포지션을 유지하여 수익을 극대화하는 전략이 적합합니다. 또한, 추격 매수(BUY)보다는 확실한 지지선 형성 여부를 관망할 필요가 있습니다."
"2026-06-08 11:29:15",0.1571,"HOLD",0.1571,0.2,0.1414,0.1885,"최근 SUT 가격이 0.1586 USDT까지 상승한 후 0.1571 USDT로 조정을 보이고 있습니다. 하락 흐름이 멈추고 지지선이 확인되는 시점까지 섣부른 추격 매수(BUY)나 조기 매도(SELL)를 지양하고 자산을 보호하기 위해 관망(HOLD) 포지션을 유지합니다."
"2026-06-08 11:34:22",0.157,"HOLD",0.157,0.2,0.142,0.185,"SUT 가격은 최근 0.1586 USDT까지 상승한 후 0.1571 USDT를 거쳐 현재 0.157 USDT로 단기 조정을 겪고 있습니다. 현재 단계에서는 추가 하락 리스크를 배제할 수 없으므로 무리하게 저점 매수를 시도(떨어지는 칼날 잡기 금지)하지 않고, 가격이 특정 지지선에서 하방 경직성을 확보하며 안정화될 때까지 관망(HOLD)하는 것이 최선의 전략입니다."
"2026-06-08 11:38:34",0.1584,"HOLD",0.1584,0.2,0.145,0.185,"최근 SUT 가격은 0.1556 USDT 부근에서 0.1586 USDT까지 급격히 상승한 후, 0.1570 USDT로의 단기 조정을 거쳐 현재 0.1584 USDT로 다시 강하게 반등하며 상승 모멘텀을 유지하고 있습니다. 규칙에 따라 상승 추세가 지속되는 상황에서는 조기에 이익을 실현(SELL)하기보다 추세를 끝까지 추종(Ride the Trend)하여 수익을 극대화하는 것이 유리합니다. 또한 추가 매수(BUY)하기에는 현재 가격이 단기 고점 부근에 위치하므로, 신규 진입보다는 기존 물량을 유지하며 시장 추이를 관망하는 HOLD 전략을 제안합니다."
"2026-06-08 11:43:26",0.1591,"HOLD",0.1591,0.2,0.146,0.185,"최근 SUT 가격이 0.1556 USDT 부근에서 반등하여 현재 0.1591 USDT까지 강한 상승 모멘텀을 보여주고 있습니다. '추세 추종(Ride the Trend)' 원칙에 따라, 강력한 상승세가 유지되는 시점에서는 성급하게 매도(SELL)를 진행하기보다 포지션을 유지(HOLD)하여 수익을 극대화하는 것이 유리합니다. 모멘텀 꺾임이나 확실한 저항 신호가 발생할 때까지 추세를 지켜보는 전략을 권장합니다."
"2026-06-08 11:48:35",0.1592,"HOLD",0.1592,0.2,0.145,0.185,"현재 SUT 가격은 최근 0.1556 USDT 부근에서 지지를 받은 이후 0.1592 USDT까지 지속적인 상승세를 보여주고 있습니다. '추세 추종(Ride the Trend)' 법칙에 따라 강한 상승 모멘텀이 유지되는 구간에서는 성급히 매도(SELL)를 진행하기보다 HOLD 포지션을 유지하여 추가적인 수익을 극대화하는 전략이 유효합니다. 고점 돌파 시도와 모멘텀의 둔화 여부를 관망하며 추후 진입 기회를 포착하는 것이 안전합니다."
"2026-06-08 11:51:00",0.1569,"HOLD",0.1569,0.1,0.145,0.18,"현재 SUT 가격은 0.1569 USDT로 최근 고점 대비 약 -1.44% 조정을 받으며 단기 이동평균선(SMA_5, SMA_20)을 하회하고 있습니다. 그러나 현재 RSI(14)가 53.92로 중립 영역에 위치하여 과매수(>65)나 과매도(<35)의 극단적인 시그널을 제공하지 않고 있습니다. 섣부른 진입이나 매도보다는 추가적인 방향성 및 단기 지지선 구축 여부를 관망하며 포지션을 유지하는 것이 유리하다고 판단됩니다."
"2026-06-08 11:56:11",0.1589,"SELL",0.159,0.3,0.147,0.182,"현재 SUT 가격(0.1589 USDT)은 24시간 최고가인 0.1592 USDT에 매우 근접하여 강력한 저항선 직전에 위치해 있습니다. 또한 RSI가 63.03으로 과매수 기준선인 65에 근접한 상태로, 단기 상승에 따른 차익 실현 매물이 출현할 가능성이 높습니다. 저항선 돌파 실패 시 조정 가능성을 고려하여 현 시점에서 이익을 실현(SELL)해 수익을 확보하는 전략이 바람직합니다."
"2026-06-08 11:58:01",0.1588,"SELL",0.1589,0.25,0.148,0.182,"현재 SUT 가격(0.1588 USDT)은 24시간 최고가인 0.1592 USDT에 매우 근접하여 강한 저항 영역에 도달했습니다. RSI(14) 역시 64.41로 과매수 기준값인 65에 인접하였으며, 최근 고점 도달 후 미세한 하락 흐름(-0.1258%)을 보이며 모멘텀이 일시적으로 둔화되는 양상입니다. 저항선 부근에서 이익을 확보하라는 규칙에 따라 현 시점에서는 수익 실현을 위한 분할 매도(SELL) 전략이 적절합니다."
"2026-06-08 12:03:10",0.158,"HOLD",0.158,0.1,0.148,0.178,"현재 SUT/USDT 가격은 0.158 USDT로 24시간 평균가인 0.15845 USDT 부근에서 횡보하고 있습니다. RSI(14 Ticks)가 59.35로 과매수(65 이상) 또는 과매수(35 이하)의 극단적 영역에 도달하지 않은 중립 상태를 유지하고 있으며, SMA_5와 SMA_20 사이에서 안정적인 가격 정체 구간을 형성하고 있습니다. 단기 가격 변동 폭이 크지 않고 뚜렷한 추세 전환 신호가 식별되지 않으므로, 뇌동매매를 방지하고 향후 돌파 방향성을 확인하기 위해 관망(HOLD) 포지션을 권장합니다."
"2026-06-08 12:08:20",0.1572,"HOLD",0.1572,0.1,0.145,0.178,"현재 SUT 가격(0.1572 USDT)은 24시간 최저가(0.1569 USDT) 부근에서 단기 지지 테스트를 받고 있으나, RSI가 55.73으로 과매수 및 과매도 기준에 부합하지 않는 중립 영역에 머물러 있습니다. 가격이 SMA_5(0.15798 USDT) 및 SMA_20(0.15735 USDT) 아래에 위치해 단기 약세를 보이고 있지만, 뚜렷한 추세 전환 시그널이나 지지선 붕괴가 확정되지 않은 상태이므로 뇌동매매를 방지하고 시장 방향성을 관망하는 HOLD 포지션이 가장 적절합니다."
"2026-06-08 12:13:30",0.1575,"HOLD",0.1575,0.1,0.148,0.18,"현재 SUT/USDT 가격은 0.1575 USDT로, 24시간 평균 가격인 0.1581 USDT와 SMA_20인 0.1574 USDT 부근에서 밀접하게 횡보하고 있습니다. RSI(14)는 57.14로 과매수(65 이상) 또는 과매수(35 이하) 영역에 도달하지 않은 중립적인 상태를 나타냅니다. 현재 뚜렷한 추세 돌파나 극단적인 저평가/고평가 징후가 보이지 않으므로, 불필요한 수수료 지출과 오버트레이딩을 방지하기 위해 관망하며 포지션을 유지(HOLD)하는 전략이 가장 적절합니다."
"2026-06-08 12:16:47",0.1575,"HOLD",0.1575,0.2,0.145,0.181,"현재 SUT/USDT 시장의 RSI는 46.23으로 완전한 중립 지대에 위치하고 있으며, 현재 가격(0.1575 USDT) 역시 5일 이동평균선(SMA_5: 0.1578 USDT)과 20일 이동평균선(SMA_20: 0.1575 USDT) 사이에서 수렴하며 좁은 변동 폭을 유지하고 있습니다. 24시간 최저점(0.1569 USDT)이나 최고점(0.1592 USDT) 대비 극단적인 과매수/과매도 징후가 포착되지 않아 잦은 거래로 인한 손실을 방지하고 명확한 방향성이 나올 때까지 관망(HOLD)하는 것이 유리합니다."
"2026-06-08 12:18:46",0.1577,"HOLD",0.1577,0.1,0.149,0.175,"현재 SUT/USDT 시장은 0.1577 USDT 부근에서 횡보세를 보이고 있습니다. RSI(14) 지표는 46.23으로 중립적인 구간에 위치하며, SMA_5와 SMA_20이 매우 밀접하게 교차하고 있어 명확한 추세 방향성이 나타나지 않고 있습니다. 가격 또한 24시간 고가(0.1592)와 저가(0.1569)의 중간 범위에서 수렴 중이므로, 추가적인 지지선이나 저항선 돌파가 확인될 때까지 불필요한 거래를 방지하기 위해 관망(HOLD) 전략을 유지하는 것이 바람직합니다."
"2026-06-08 12:23:57",0.1573,"HOLD",0.1573,0.1,0.145,0.18,"현재 SUT 가격은 0.1573 USDT로 24시간 최저가(0.1569 USDT) 부근에서 지지력을 테스트하고 있으나, RSI가 44.04로 중립적인 상태이며 24시간 변동 폭이 매우 협소한 박스권 흐름을 보이고 있습니다. 단기 이동평균선(SMA_5)이 장기 이동평균선(SMA_20)보다 아래에 위치해 단기적인 약세가 지속되고 있으므로, 뇌동매매를 방지하기 위해 포지션을 유지(HOLD)하며 관망하는 것이 유리합니다. 향후 확실한 바닥 지지층 형성 및 RSI 35 이하의 과매도 시그널이 발생할 시 매수 진입을 고려하는 것을 추천합니다."
"2026-06-08 12:29:06",0.1573,"HOLD",0.1573,0.1,0.1462,0.1809,"현재 SUT/USDT 가격(0.1573 USDT)은 24시간 평균가인 0.1579 USDT에 인접하여 횡보하고 있습니다. RSI(14) 지표는 51.06으로 완벽한 중립 국면에 위치해 있으며, 단기 이동평균선(SMA_5: 0.15746)과 장기 이동평균선(SMA_20: 0.15774)이 좁은 구간에서 수렴하고 있어 단기 방향성이 모호합니다. 과도한 거래로 인한 손실을 방지하기 위해 현재 포지션을 유지(HOLD)하며, 지지선인 24시간 최저가(0.1569) 부근이나 저항선인 최고가(0.1592) 돌파 여부를 모니터링하는 것이 적절합니다."
"2026-06-08 12:30:44",0.1573,"HOLD",0.1573,0.2,0.1494,0.173,"현재 SUT 가격은 0.1573 USDT로 24시간 평균가(0.1578 USDT) 및 SMA_20(0.1578 USDT) 부근에서 강한 횡보 흐름을 보이고 있습니다. RSI(14) 지표 또한 51.61로 과매수(>65)나 과매도(<35) 구간에 진입하지 않은 완벽한 중립 상태를 나타냅니다. 단기 추세의 뚜렷한 방향성이 나오지 않은 시점에서 과도한 거래를 지양하고 리스크를 최소화하기 위해 HOLD 의견을 제안합니다. 향후 직전 저점 지지선인 0.1569 USDT 부근이나 전고점 저항선인 0.1592 USDT 부근의 돌파 여부를 모니터링하며 다음 진입 타이밍을 잡는 것이 바람직합니다."
"2026-06-08 12:30:53",0.1573,"HOLD",0.1573,0.1,0.1416,0.1809,"[AI 의회 최종 의결 - HOLD (8.0표 / 11.0표)] 의원별 투표 성향: - Trend Follower (SMA): [HOLD] (1.0표) - Value Seeker (RSI): [HOLD] (1.0표) - Short Specialist (Bear): [HOLD] (1.0표) - Mutant Alpha (Genetics): [HOLD] (1.0표) - Conservative Watcher (Safety): [HOLD] (1.0표) - RSI Contrarian (Reversal): [HOLD] (1.0표) - Mutant Gamma (Volatility): [HOLD] (1.0표) - Volatility Shield (Safety): [HOLD] (1.0표) - Mutant Beta (Aggressive): [BUY] (1.0표) - Price Momentum Seeker: [SELL] (1.0표) - SMA Slow Cross (Long-term): [SELL] (1.0표) "
"2026-06-08 12:34:14",0.1573,"HOLD",0.1573,0.1,0.145,0.181,"현재 SUT/USDT 가격은 0.1573 USDT로 최근 24시간 변동 범위(0.1569 ~ 0.1592 USDT) 내에서 횡보하고 있습니다. RSI(14) 지표는 51.61로 매수세와 매도세가 팽팽한 중립 구간에 머물러 있으며, SMA_5(0.15742) 및 SMA_20(0.15782)와도 밀접하게 수렴하고 있어 단기 방향성이 모호합니다. 극단적인 과매수(RSI > 65) 또는 과매도(RSI < 35) 상태가 아니므로 과도한 거래를 지양하고 시장의 명확한 돌파 방향이 나올 때까지 현 포지션을 유지(HOLD)하는 것이 안전합니다."
"2026-06-08 12:36:36",0.1571,"HOLD",0.1571,0.1,0.1414,0.1807,"[AI 의회 최종 의결 - HOLD (11.0표 / 11.0표)] 의원별 투표 성향: - Mutant Challenger 13: [HOLD] (1.0표) - Mutant Challenger 14: [HOLD] (1.0표) - Mutant Challenger 290: [HOLD] (1.0표) - Mutant Challenger 303: [HOLD] (1.0표) - Mutant Challenger 414: [HOLD] (1.0표) - Mutant Challenger 416: [HOLD] (1.0표) - Offspring Gen-4: [HOLD] (1.0표) - Offspring Gen-20: [HOLD] (1.0표) - Offspring Gen-22: [HOLD] (1.0표) - Offspring Gen-36: [HOLD] (1.0표) - Offspring Gen-54: [HOLD] (1.0표) "
"2026-06-08 12:37:51",0.157,"HOLD",0.157,0.1,0.1413,0.1805,"[AI 의회 최종 의결 - HOLD (11.0표 / 11.0표)] 의원별 투표 성향: - Mutant Challenger 13: [HOLD] (1.0표) - Mutant Challenger 14: [HOLD] (1.0표) - Mutant Challenger 290: [HOLD] (1.0표) - Mutant Challenger 303: [HOLD] (1.0표) - Mutant Challenger 414: [HOLD] (1.0표) - Mutant Challenger 416: [HOLD] (1.0표) - Offspring Gen-4: [HOLD] (1.0표) - Offspring Gen-20: [HOLD] (1.0표) - Offspring Gen-22: [HOLD] (1.0표) - Offspring Gen-36: [HOLD] (1.0표) - Offspring Gen-54: [HOLD] (1.0표) "
"2026-06-08 12:39:24",0.1571,"BUY",0.157,0.2,0.1492,0.1728,"현재 SUT 가격(0.1571 USDT)은 24시간 최저가인 0.1569 USDT에 매우 인접해 있어 강력한 바닥 지지선을 형성하고 있는 것으로 판단됩니다. RSI가 41.98로 낮아 과매도 진입 직전이며, 최근 횡보세를 통해 하방 경직성을 확보하고 있습니다. 따라서 손익비가 매우 유리한 지점으로 판단되어 지지선 근방에서의 분할 매수 진입을 추천합니다."
"2026-06-08 12:42:41",0.1572,"BUY",0.157,0.3,0.145,0.175,"현재 SUT/USDT 가격은 0.1572 USDT로, 24시간 최저가인 0.1569 USDT에 매우 근접하여 강력한 바닥 지지선을 형성하고 있습니다. 특히 14틱 RSI가 22.58로 35 이하의 극심한 과매도 구간에 진입해 있으며, 최근 가격 변동 흐름에서 급격한 투매 없이 0.1570~0.1573 USDT 부근에서 횡보하며 하방 경직성을 확보했습니다. 기술적 반등 가능성이 매우 높은 매수 적기로 판단됩니다."
"2026-06-08 12:44:46",0.156,"BUY",0.1558,0.3,0.145,0.175,"현재 SUT의 RSI(14)가 16.67로 극도의 과매도 영역(35 이하)에 진입하였으며, 현재 가격(0.156 USDT)은 24시간 최저점인 0.1569 USDT보다도 하회하는 수준까지 내려와 강력한 가격 메리트가 발생했습니다. 단기적인 패닉 셀링 이후 기술적 반등 및 바닥 다지기가 예상되므로, 리스크 관리를 동반한 분할 매수 진입을 강력히 추천합니다."
"2026-06-08 12:49:54",0.1573,"HOLD",0.1573,0.1,0.145,0.18,"현재 SUT 가격은 0.1573 USDT로 24시간 평균 가격인 0.1575 USDT 및 SMA_20(0.15749 USDT) 부근에서 수렴하며 횡보하고 있습니다. RSI(14) 역시 51.43으로 과매수 및 과매도 영역에 진입하지 않은 완전한 중립 상태를 나타내고 있습니다. 단기적으로 최저가 0.156 USDT 부근에서 지지를 받고 일시 반등했으나 확실한 모멘텀이 부족하므로, 뇌동매매를 방지하기 위해 현 시점에서는 포지션을 유지(HOLD)하며 관망하는 것이 유리합니다."
"2026-06-08 12:51:09",0.1572,"HOLD",0.1572,0.1,0.1462,0.1808,"현재 SUT 가격은 0.1572 USDT로 24시간 평균가(0.1575 USDT) 및 SMA_20(0.15738 USDT) 부근에서 강한 횡보세를 보이고 있습니다. RSI(14) 역시 45.95로 과매수 또는 과매도 영역에 해당하지 않는 완전한 중립 지대에 머물고 있어 급격한 방향성 변화를 예측하기 어렵습니다. 시장의 불확실성을 피하고 불필요한 거래 수수료를 방지하기 위해, 현재는 추가적인 모멘텀이나 지지선 터치가 확인될 때까지 관망(HOLD)하는 전략이 가장 적절합니다."
"2026-06-08 12:54:29",0.1559,"BUY",0.1555,0.25,0.142,0.175,"현재 SUT 가격(0.1559 USDT)은 24시간 최저가인 0.156 USDT 선을 하향 돌파하며 강한 지지선 테스트 단계에 있습니다. RSI(14) 지표가 34로 35 이하의 과매도 영역에 진입하였으며, 최근 지속된 조정으로 인해 저평가 메리트가 발생했습니다. 하방 리스크 대비 반등 시 수익 확보 가능성이 높은 구간으로 판단되어 분할 매수 전략으로 접근합니다."
"2026-06-08 12:59:52",0.1575,"HOLD",0.1575,0.1,0.146,0.178,"현재 SUT 가격(0.1575 USDT)은 24시간 평균 가격인 0.1574 USDT에 매우 근접해 있으며, RSI 수치 또한 48.61로 과매수나 과매도 영역에 진입하지 않은 중립 상태를 보이고 있습니다. 최근 단기 저점(0.1555 USDT) 대비 약 1.28% 반등이 나왔으나 단기 이평선(SMA_5)과 장기 이평선(SMA_20)이 수렴하는 정체 구간이므로, 추가적인 방향성 돌파나 신호가 나타날 때까지 무리한 거래를 지양하고 현 상태를 유지(HOLD)하며 관망하는 전략이 안전합니다."
"2026-06-08 13:05:02",0.158,"HOLD",0.158,0.1,0.145,0.18,"현재 SUT 가격(0.158 USDT)은 최근 24시간 최고가인 0.1592 USDT에 근접해 있으나, RSI 지표가 54.79로 과매수 구간(65 이상)에 도달하지 않은 중립 상태입니다. 단기 이평선(SMA_5: 0.1571) 및 장기 이평선(SMA_20: 0.15719)을 상회하며 완만한 상승 흐름을 보이고 있으나, 뚜렷한 추세 돌파나 과열 신호가 없으므로 과도한 거래를 지양하고 시장 관망(HOLD)을 제안합니다."
"2026-06-08 13:06:15",0.1554,"HOLD",0.1554,0.2,0.145,0.175,"현재 SUT 가격은 0.1554 USDT로 24시간 최저점(0.1559 USDT) 아래로 이탈하며 추가 하락 우려가 존재합니다. 현재 RSI는 40.4로 과매도 수준인 35에 미치지 못하며, 단기 이동평균선(SMA_5)이 장기 이동평균선(SMA_20)을 하회하는 역배열 상태입니다. 따라서 섣부른 매수보다는 하향 돌파 이후 바닥 지지선이 견고해지는 것을 확인하는 관망(HOLD) 전략이 유효합니다."
"2026-06-08 13:11:54",0.1565,"HOLD",0.1565,0.1,0.145,0.185,"현재 SUT 가격은 0.1565 USDT로 24시간 최저가(0.1554 USDT) 부근에서 지지력을 시험하며 횡보하고 있습니다. RSI가 46.36으로 과매수나 과매도 영역에 진입하지 않은 중립 상태이며, SMA_5(0.15658)와 SMA_20(0.15702)의 데드크로스 이후 단기 추세가 횡보 흐름을 보이고 있습니다. 무리한 진입보다는 자산을 보호하기 위해 관망(HOLD)을 유지하며, 추후 명확한 바닥 신호나 과매수/과매도 시그널이 발생할 때 진입하는 것이 바람직합니다."
"2026-06-08 13:17:02",0.1565,"HOLD",0.1565,0.1,0.145,0.18,"현재 RSI는 46.36으로 과매수 및 과매도 구간이 아닌 중립 영역에 위치해 있습니다. 최근 SUT 가격은 24시간 최저가인 0.1554 USDT 근처에서 지지선을 탐색하며 0.1565 USDT 선에서 횡보하고 있습니다. 단기 이동평균선(SMA_5)이 장기 이동평균선(SMA_20)을 하회하고 있어 단기 약세 흐름이 지속되고 있으나, 명확한 과매도 신호(RSI < 35)가 아직 나타나지 않았으므로 추가적인 방향성 확인을 위해 대기(HOLD) 전략이 적절합니다."
"2026-06-08 13:22:12",0.1563,"HOLD",0.1563,0.2,0.141,0.188,"현재 SUT 가격(0.1563 USDT)은 24시간 최저가인 0.1554 USDT에 근접하고 있으나, RSI(14)가 45.54로 아직 과매도 기준인 35 미만에 도달하지 않았습니다. 또한 SMA_5가 SMA_20을 하회하는 단기 하락세가 유지되고 있어 섣부른 매수보다는 확실한 지지선 구축 및 반등 시그널을 확인한 후 진입하는 것이 안전하므로 HOLD 결정을 내렸습니다."
