timestamp,current_price,decision,proposed_price,amount_ratio,proposed_lower,proposed_upper,reason
"2026-06-08 13:27:22",0.1568,"HOLD",0.1568,0.1,0.145,0.18,"현재 SUT/USDT 가격은 0.1568 USDT로 24시간 평균가인 0.1572 USDT 부근에서 횡보 흐름을 보이고 있습니다. RSI(14)가 48.7로 완벽한 중립 상태를 나타내고 있으며, 단기 이동평균선(SMA_5: 0.1563)과 중기 이동평균선(SMA_20: 0.15687)이 밀집되어 있어 방향성이 뚜렷하지 않은 수렴 구간입니다. 극단적인 과매수 또는 과매도 신호가 감지되지 않으므로, 시장의 명확한 돌파 방향이 확인될 때까지 자산을 보존하고 관망(HOLD)하는 전략이 적합합니다."
"2026-06-08 13:32:31",0.1572,"HOLD",0.1572,0.1,0.145,0.18,"현재 SUT 가격(0.1572 USDT)은 24시간 평균 가격인 0.15724 USDT에 매우 근접해 있으며, RSI(14) 수치 역시 50.85로 극단적인 과매수(>65)나 과매수(<35) 상태가 아닌 완연한 중립 지대에 위치해 있습니다. 현재 가격이 단기 이평선(SMA_5: 0.15666) 및 장기 이평선(SMA_20: 0.15686) 부근에서 좁은 폭으로 횡보하며 단기 수렴 패턴을 보이고 있으므로, 섣부른 진입보다는 추가적인 모멘텀 발생 및 방향성 확정 시까지 포지션을 유지하며 관망하는 것이 유리합니다."
"2026-06-08 13:37:40",0.1577,"HOLD",0.1577,0.2,0.145,0.178,"현재 SUT 가격은 0.1577 USDT로, 24시간 평균가(0.15724 USDT)와 매우 인접한 구간에서 횡보 중입니다. RSI(14 Ticks)가 52.85로 완벽한 중립 강도를 나타내고 있으며, 단기 이동평균선(SMA_5)과 장기 이동평균선(SMA_20)이 거의 교차하여 수렴하는 등 명확한 추세적 돌파나 과매도/과매수 징후가 보이지 않습니다. 따라서 불필요한 수수료 지출 및 뇌동매매를 방지하기 위해 관망(HOLD)을 유지하며 다음 추세 방향이 확정될 때까지 대기하는 것을 권장합니다."
"2026-06-08 13:42:49",0.1576,"HOLD",0.1576,0.1,0.148,0.18,"현재 SUT 가격(0.1576 USDT)은 24시간 평균가(0.15725 USDT) 근처에 머물고 있으며, RSI(14) 역시 52.42로 매우 중립적인 수치를 나타내고 있습니다. SMA_5가 SMA_20 위로 교차하는 등 단기 흐름의 완만한 회복세가 감지되나, 뚜렷한 과매수나 과매도 신호가 없어 과도한 거래를 방지하기 위해 관망(HOLD) 포지션을 유지합니다."
"2026-06-08 13:47:58",0.1576,"HOLD",0.1576,0.1,0.145,0.18,"현재 SUT 가격은 0.1576 USDT로 24시간 평균 가격인 0.1572 USDT 부근에서 안정적인 흐름을 보이고 있습니다. RSI가 58.04로 중립 수준에 위치해 있어 과매수(>65)나 과매도(<35) 상태가 아니며, 단기 SMA_5가 SMA_20 위에 위치하여 완만한 우상향 추세를 유지하고는 있으나 돌파 강도가 강하지 않습니다. 따라서 불필요한 수수료 지출 및 오버트레이딩을 방지하기 위해 관망(HOLD) 결정을 내리며, 향후 확실한 추세 이탈이나 과매수/과매도 도달 시 진입하는 것이 유리합니다."
"2026-06-08 13:53:05",0.1577,"HOLD",0.1577,0.1,0.145,0.185,"현재 SUT 가격은 0.1577 USDT로, 24시간 평균가(0.15728 USDT) 및 SMA_20(0.156935 USDT) 부근에서 조밀한 횡보세를 기록하고 있습니다. 14일 기준 RSI 역시 52.04로 과매수나 과매도 구역에 치우치지 않은 완벽한 중립 영역에 위치해 있습니다. 현재 거래량과 변동성이 축소되며 명확한 방향성이 나타나지 않은 상태이므로, 불필요한 수수료 발생 및 오버트레이딩을 방지하기 위해 관망(HOLD) 포지션을 유지하며 다음 추세 돌파 방향을 확인하는 것이 안전합니다."
"2026-06-08 13:58:14",0.1565,"HOLD",0.1565,0.1,0.148,0.18,"현재 SUT 가격(0.1565 USDT)은 24시간 평균가(0.15728 USDT) 부근에서 안정적인 흐름을 보이고 있으며, RSI(14 Ticks)가 46.79로 완전한 중립 지대에 머물고 있습니다. 현재 가격이 24시간 최저가(0.1554 USDT)와 최고가(0.1592 USDT)의 중간 범위 내에 수렴하고 있어 뚜렷한 과매수 혹은 과매도 징후가 나타나지 않습니다. 급격한 추세 이탈이나 지지선/저항선 돌파가 확인되기 전까지는 불필요한 거래를 지양하고 현 포지션을 유지하며 관망하는 전략이 가장 적절하다고 판단됩니다."
"2026-06-08 14:01:31",0.1568,"HOLD",0.1568,0.1,0.145,0.18,"현재 SUT 가격은 0.1568 USDT로 24시간 평균 가격인 0.1572 USDT 및 SMA_20(0.156895 USDT) 부근에서 수렴하며 안정적인 횡보 흐름을 보이고 있습니다. 현재 RSI는 56.84로 과매수(>65) 또는 과매도(<35) 구간에 진입하지 않은 중립 상태이며, 최근 24시간 고가(0.1592 USDT) 및 저가(0.1554 USDT)의 중간 범위에 위치해 있어 추가적인 방향성 확인이 필요합니다. 따라서 불필요한 거래 비용을 줄이고 시장의 명확한 돌파 또는 지지 테스트를 관망하기 위해 HOLD 결정을 제안합니다."
"2026-06-08 14:06:11",0.1593,"SELL",0.1593,0.2,0.148,0.18,"현재 SUT 가격(0.1593 USDT)이 최근 24시간 최고가인 0.1592 USDT를 돌파하며 단기 저항선 부근에 도달했습니다. RSI가 59로 극단적인 과매수 상태(65 이상)까지는 도달하지 않았으나, 24시간 최고점 수준에서의 저항 및 단기 가격 급등에 따른 조정 가능성을 감안하여 안정적인 수익 실현(분할 매도)을 제안합니다."
"2026-06-08 14:13:59",0.1595,"HOLD",0.1595,0.2,0.148,0.183,"현재 SUT 가격은 0.1595 USDT로, 24시간 최고가인 0.1593 USDT를 상향 돌파하며 강한 단기 상승 모멘텀을 보여주고 있습니다. SMA_5가 SMA_20을 상회하는 단기 우상향 추세가 지속되고 있으나, 현재 RSI는 57.73으로 과매수 기준인 65에 아직 도달하지 않아 상승 여력이 남아있는 것으로 판단됩니다. 무리한 추격 매수나 성급한 매도를 지양하고 추세를 조금 더 관망하기 위해 'HOLD'를 제안합니다."
"2026-06-08 14:14:59",0.1595,"SELL",0.1595,0.3,0.148,0.175,"현재 SUT 가격은 0.1595 USDT로 24시간 최고가(Max)에 도달했으며, RSI(14)가 78.87로 기준치인 65를 크게 초과하는 과매수 상태입니다. 단기 급등에 따른 피로감과 저항대 매물 출현으로 조정 가능성이 매우 높으므로, 수익 실현을 위해 매도 전략을 추천합니다."
"2026-06-08 14:19:03",0.1581,"SELL",0.1581,0.2,0.145,0.185,"SUT 가격은 최근 24시간 최고가인 0.1595 USDT를 터치하며 강력한 고점 저항을 확인한 후, 현재 0.1581 USDT로 하락하며 단기 모멘텀이 꺾인 상태(-0.8777%)입니다. 현재 가격이 단기 이평선인 SMA_5(0.15864 USDT)를 하회하기 시작했고 RSI도 60.81로 다소 높은 수준에 있어, SMA_20(0.15736 USDT) 부근까지 추가 조정이 발생할 수 있습니다. 따라서 저항선 확인 및 모멘텀 전환에 따라 단기 수익을 확보하기 위해 분할 매도를 제안합니다."
"2026-06-08 14:20:14",0.1582,"HOLD",0.1582,0.2,0.148,0.182,"현재 RSI가 61.33으로 과매수 기준선인 65에 미치지 못하였고, 최근 24시간 최고점인 0.1595 USDT 부근까지 상승한 뒤 0.1582 USDT로 소폭 조정 및 횡보하는 국면입니다. 가격이 short-term 이평선(SMA_5: 0.15892) 보다는 아래에 있으나 medium-term 이평선(SMA_20: 0.15741) 보다는 위에 위치하여 단기적인 방향성이 모호합니다. 섣부른 추격 매수나 매도보다는 저항선 돌파 혹은 지지선 확인을 위해 관망(HOLD) 포지션을 제안합니다."
"2026-06-08 14:25:25",0.1579,"HOLD",0.1579,0.2,0.145,0.182,"현재 SUT 가격(0.1579 USDT)은 24시간 평균가(0.157456 USDT) 부근에 형성되어 있으며, RSI(14) 지표는 60.53으로 과매수(>65) 및 과매도(<35) 기준에 도달하지 않은 중립 수준을 유지하고 있습니다. 최근 고점(0.1595 USDT) 도달 이후 단기 조정 중이나, SMA_20(0.15753 USDT) 위의 지지를 확인하는 탐색 구간이므로 불필요한 거래로 인한 수수료 손실을 방지하고자 HOLD 포지션을 권장합니다."
"2026-06-08 14:25:48",0.1578,"HOLD",0.1578,0.1,0.146,0.182,"현재 SUT 가격(0.1578 USDT)은 24시간 평균 가격(0.15746 USDT) 및 SMA_20(0.15754 USDT) 부근에 밀착하여 안정적인 횡보 흐름을 보이고 있습니다. 현재 RSI(14 Ticks)는 56.94로 과매수(65 이상)나 과매도(35 이하) 구간에 진입하지 않은 건전한 중립 상태입니다. 최근 최고점(0.1595 USDT) 달성 이후 완만한 조정을 거쳤으나 추가 하락 없이 지지선을 다지고 있으므로, 추세의 명확한 방향성이 나타날 때까지 과도한 거래를 지양하고 관망(HOLD)하며 포지션을 유지하는 전략이 가장 유리합니다."
"2026-06-08 14:30:57",0.157,"HOLD",0.157,0.1,0.145,0.18,"현재 SUT 가격은 0.157 USDT로 24시간 평균가(0.15747 USDT)에 매우 근접해 있으며, RSI(14 Ticks)가 48.68로 완벽한 중립 수준을 유지하고 있습니다. 최근 고점인 0.1595 USDT에서 조정을 받아 단기 하락세가 보이나, 24시간 최저점(0.1554 USDT) 근방의 확실한 지지선 구축을 확인하기 전까지는 뇌동매매를 방지하기 위해 관망(HOLD) 포지션을 유지하는 것이 합리적입니다."
"2026-06-08 14:34:25",0.1567,"HOLD",0.1567,0.1,0.148,0.175,"현재 SUT 가격은 0.1567 USDT로 최근 고점(0.1595 USDT) 대비 조정을 거치고 있으나, 24시간 최저점인 0.1554 USDT에는 아직 도달하지 않았습니다. RSI(14) 역시 43.24로 과매수 또는 과매도 영역에 진입하지 않은 중립 상태입니다. 현재 단기 이동평균선(SMA_5, SMA_20) 하방에서 거래되고 있어 추가적인 약세 흐름이 나타날 수 있으므로 과도한 매매를 지양하고 관망하는 HOLD 포지션이 적절합니다. 향후 0.1554 USDT 부근 지지 확인 또는 RSI가 35 미만으로 떨어지는 시점에 매수 진입을 검토하는 것이 유리합니다."
"2026-06-08 14:39:35",0.1565,"HOLD",0.1565,0.1,0.145,0.175,"현재 SUT/USDT는 최근 고점인 0.1595 USDT에서 하락하여 0.1565 USDT에 거래되고 있습니다. 24시간 최저가인 0.1554 USDT에 매우 근접하여 단기 지지선 테스트가 예상되나, 현재 RSI가 42.67로 과매도 구간(35 미만)에 미치지 못했고 단기 이동평균선(SMA_5, SMA_20) 하방에서 거래되고 있어 하락 모멘텀이 완전히 멈춘 것으로 보기 어렵습니다. 따라서 무리한 진입보다는 관망(HOLD)을 유지하며 확실한 바닥 지지 또는 RSI 추가 하락 시 진입 기회를 엿보는 것이 안전합니다."
"2026-06-08 14:42:12",0.1565,"HOLD",0.1565,0.2,0.145,0.18,"현재 SUT 가격은 0.1565 USDT로 최근 고점(0.1595 USDT) 대비 하락 조정 후 횡보하는 흐름을 보이고 있습니다. 현재 RSI는 42.67로 중립 범위에 머물러 있으며, 가격이 24시간 최저가인 0.1554 USDT에 근접하고 있으나 아직 명확한 바닥 지지력 확보나 극단적인 과매도(RSI < 35) 시그널은 확인되지 않았습니다. 따라서 무리한 거래를 지양하고 시장의 추가 방향성을 확인하기 위해 HOLD 포지션을 권장합니다."
"2026-06-08 14:47:21",0.1571,"HOLD",0.1571,0.1,0.148,0.18,"현재 RSI가 46.25로 중립적인 수준을 보이고 있으며, SUT 가격(0.1571 USDT)은 24시간 평균가(0.1574 USDT) 및 SMA_20(0.1576 USDT) 부근에서 단기 횡보세를 기록하고 있습니다. 극단적인 과매수(RSI > 65) 혹은 과매수(RSI < 35) 신호가 나타나지 않았으며 확실한 바닥 지지력이나 상방 돌파 모멘텀이 확인되지 않은 상태입니다. 따라서 잦은 거래로 인한 수수료 손실을 방지하고 명확한 추세 형성 시점까지 포지션을 유지(HOLD)하는 것이 유리합니다."
"2026-06-08 14:52:30",0.1568,"HOLD",0.1568,0.1,0.145,0.18,"현재 SUT/USDT의 RSI(14 Ticks)는 52.11로 과매수 또는 과매도 상태가 아닌 중립적인 상태를 나타내고 있습니다. 최근 가격 흐름은 24시간 최저가(0.1554 USDT)와 최고가(0.1595 USDT)의 중간 영역인 0.1568 USDT에서 횡보 중입니다. SMA_5가 SMA_20 아래에 머물러 있어 단기적으로 다소 약세 압력이 존재하나, 강력한 바닥 지지선 확인이나 과매도 진입(RSI < 35)과 같은 확실한 매수 신호가 부족합니다. 따라서 무리한 거래를 피하고 시장의 추가 방향성이 결정될 때까지 포지션을 유지(HOLD)하는 것이 바람직합니다."
"2026-06-08 14:54:37",0.1568,"HOLD",0.1568,0.1,0.145,0.18,"현재 SUT 가격은 0.1568 USDT로, 24시간 평균가(0.1574 USDT) 근처에서 변동성 없이 안정적인 횡보 흐름을 보여주고 있습니다. RSI 지표가 50으로 매우 중립적인 수치를 기록하고 있고, 단기 이동평균선(SMA_5)과 장기 이동평균선(SMA_20)이 수렴하며 명확한 방향성이 부재한 상태입니다. 불필요한 거래 수수료 발생을 방지하고 자산을 보호하기 위해, 지지선이나 저항선 돌파가 확실해질 때까지 관망(HOLD) 전략을 제안합니다."
"2026-06-08 14:59:46",0.1567,"BUY",0.1565,0.3,0.145,0.18,"현재 SUT의 RSI(14) 지표가 20.45로 극심한 과매도 상태(RSI < 35)에 도달해 있으며, 현재 가격인 0.1567 USDT는 24시간 최저가인 0.1554 USDT에 근접해 강한 바닥 지지력을 보여주고 있습니다. 급격한 패닉 셀링보다는 0.1565~0.1568 구간에서 안정적인 횡보/매물 소화 과정을 거치고 있는 것으로 판단되므로 분할 매수를 통한 저점 매집(BUY)이 매우 유리한 타이밍입니다."
"2026-06-08 15:04:55",0.1572,"BUY",0.1568,0.3,0.145,0.18,"현재 SUT/USDT의 14 Ticks RSI가 25.53으로 극심한 과매도(Oversold) 영역(RSI < 35)에 도달해 매수 매력도가 매우 높습니다. 최근 가격은 24시간 최저가인 0.1554 USDT 대비 크게 떨어지지 않은 상태에서 지지를 받고 있으며, 현재 가격(0.1572 USDT)이 SMA_5(0.15692 USDT)를 소폭 상회하며 반등 시그널을 보여주고 있습니다. 급격한 패닉 셀링이 나타나지 않고 바닥을 다지는 국면이므로 분할 매수를 통한 진입을 권장합니다."
"2026-06-08 15:09:30",0.1562,"BUY",0.156,0.3,0.145,0.175,"현재 SUT/USDT의 RSI(14)가 18.87로 극심한 과매도 상태(RSI < 35)에 진입했습니다. 현재 가격(0.1562 USDT)은 24시간 최저가인 0.1554 USDT에 매우 근접하여 바닥 지지선을 테스트하고 있으며, 지표상 극단적 저평가 영역으로 판단되어 단기 반등을 겨냥한 매수(BUY) 전략이 유효합니다."
"2026-06-08 15:14:40",0.1604,"SELL",0.1604,0.3,0.148,0.18,"현재 SUT 가격은 0.1604 USDT로, 최근 24시간 최고가인 0.1595 USDT를 돌파하는 급격한 상승 흐름(최근 대비 2.69% 급등)을 보이고 있습니다. 현재 RSI(14) 지수가 64.2에 도달하여 과매수 기준치인 65에 매우 근접한 상태로, 단기 고점 형성에 따른 매물 출회 및 조정 가능성이 높습니다. 따라서 리스크 관리와 수익 확정을 위해 분할 매도를 권장합니다."
"2026-06-08 15:19:51",0.1592,"HOLD",0.1592,0.1,0.148,0.18,"현재 SUT 가격(0.1592 USDT)은 최근 24시간 최고가인 0.1604 USDT 부근에서 저항을 받아 소폭 조정 중이나, SMA_5(0.15782 USDT)가 SMA_20(0.15768 USDT)을 상회하고 있어 단기 추세는 여전히 지지력을 보여주고 있습니다. 현재 RSI(14 Ticks)는 55.43으로 과매수(65 이상) 또는 과매수(35 이하) 구간에 해당하지 않는 중립 상태입니다. 이에 따라 뇌동매매를 방지하고 명확한 추세 돌파 또는 추가 조정 지지선 확인을 위해 HOLD 포지션을 유지하는 것이 적절하다고 판단됩니다."
"2026-06-08 15:25:01",0.1598,"SELL",0.1598,0.2,0.148,0.18,"현재 SUT 가격(0.1598 USDT)은 24시간 최고가인 0.1604 USDT에 매우 근접하여 강한 저항선 부근에 위치해 있습니다. RSI 지표가 60으로 과매수 영역(65)에 가까워지고 있으며, 최근 급등 이후 저항대 돌파 시도가 실패할 경우 단기 조정 가능성이 큽니다. 따라서 수익 확보 및 리스크 관리를 위해 현 가격 수준에서의 분할 매도(SELL) 전략을 추천합니다."
"2026-06-08 15:27:56",0.1597,"SELL",0.1598,0.2,0.148,0.175,"현재 SUT 가격은 0.1597 USDT로, 24시간 최고가인 0.1604 USDT에 매우 근접하여 강한 단기 저항선 영역에 직면해 있습니다. RSI(14)는 59.6으로 극단적 과매수 상태는 아니나 단기 급등 후 고점 부근에서 밀릴 가능성이 존재합니다. 따라서 리스크 관리와 확실한 수익 실현을 위해 24h 고점 부근인 0.1598 USDT 이상에서 자산 일부의 분할 매도(SELL)를 권장합니다."
"2026-06-08 15:33:05",0.1601,"SELL",0.1601,0.3,0.148,0.18,"현재 SUT 가격(0.1601 USDT)은 24시간 최고가인 0.1604 USDT에 매우 근접하여 강한 저항을 마주하고 있습니다. 또한 14틱 RSI가 66.32로 65를 초과하는 과매수 상태를 보이고 있어, 단기 과열에 따른 차익 실현 및 리스크 관리가 필요한 시점입니다. 규칙에 의거하여 현 가격대 부근에서 분할 매도를 통한 이익 확정을 권장합니다."
"2026-06-08 15:33:45",0.1602,"SELL",0.1602,0.3,0.148,0.185,"현재 SUT 가격(0.1602 USDT)은 24시간 최고가인 0.1604 USDT에 매우 근접한 상태이며, RSI(14 Ticks) 수치가 69.23으로 과매수 기준인 65를 초과하였습니다. 단기 급등에 따른 저항 및 조정 가능성이 높으므로 분할 이익 실현을 위해 SELL 결정을 내립니다."
"2026-06-08 15:35:15",0.1603,"SELL",0.1603,0.3,0.15,0.18,"현재 RSI가 71.11로 과매수 기준치인 65를 초과하였으며, 현재 가격(0.1603 USDT)이 24시간 최고가(0.1604 USDT)에 극도로 근접하여 강한 저항을 마주하고 있습니다. 단기 고점 신호가 뚜렷하므로 수익 실현을 위해 매도 전략을 실행합니다."
"2026-06-08 15:37:18",0.1602,"SELL",0.1602,0.3,0.15,0.18,"현재 SUT 가격(0.1602 USDT)은 24시간 최고가인 0.1604 USDT에 매우 근접하여 단기 저항선에 도달했습니다. 또한 RSI(14) 지표가 70.33으로 강력한 과매수 상태(65 초과)를 나타내고 있어, 기술적 조정 및 차익 실현 매물 출회 가능성이 매우 높습니다. 따라서 수익 확보를 위해 자산의 일부를 매도(SELL)하는 전략이 유효합니다."
"2026-06-08 15:38:44",0.1603,"SELL",0.1603,0.3,0.15,0.18,"현재 SUT 가격은 0.1603 USDT로 24시간 최고가인 0.1604 USDT에 매우 인접해 있어 강력한 저항선에 직면해 있습니다. 또한, RSI가 68.6으로 과매수 기준치인 65를 초과하여 기술적 조정 가능성이 높은 상태입니다. 단기 상승세의 정점 부근에서 이익을 확보하기 위해 분할 매도(SELL)를 제안합니다."
"2026-06-08 15:42:07",0.1602,"SELL",0.1602,0.3,0.152,0.176,"현재 RSI가 70.24로 과매수 기준인 65를 초과하였으며, 현재 가격(0.1602 USDT)은 24시간 최고가인 0.1604 USDT에 매우 근접하여 단기 저항을 받을 가능성이 큽니다. SMA_20(0.15836) 대비 단기 이격도가 높은 상태이므로, 이익 실현 및 리스크 관리 차원에서 분할 매도(SELL) 포지션을 제안합니다."
"2026-06-08 15:44:34",0.1595,"SELL",0.1595,0.3,0.145,0.18,"현재 SUT 가격(0.1595 USDT)은 24시간 최고가(0.1604 USDT)에 매우 근접하여 저항을 받고 있으며, RSI가 64.84로 과매수 기준선(65)에 인접해 있습니다. SMA_5(0.1601) 아래로 가격이 내려앉으며 단기 하락 조정(-0.4370%)이 시작되는 시점이므로 리스크 관리 및 이익 보전을 위해 분할 매도를 추천합니다."
"2026-06-08 15:49:42",0.1599,"SELL",0.1601,0.3,0.148,0.18,"현재 RSI가 68.48로 과매수 기준선인 65를 초과하였고, 현재 가격인 0.1599 USDT가 24시간 최고가인 0.1604 USDT 부근의 저항 영역에 매우 가깝게 위치하고 있습니다. 지표의 과열 신호와 직전 저항선 돌파 실패 가능성을 고려하여, 리스크 관리 및 이익 확정을 위한 분할 매도를 권장합니다."
"2026-06-08 15:54:53",0.1596,"SELL",0.1598,0.3,0.148,0.175,"현재 SUT 가격(0.1596 USDT)은 24시간 최고가인 0.1604 USDT에 근접한 상태이며, RSI(14) 지표가 65.22로 과매수 기준치인 65를 초과하였습니다. 단기 이평선(SMA_5: 0.1599 USDT) 아래로 가격이 소폭 꺾이며 단기 저항 가능성을 시사하므로, 리스크 관리 및 이익 보존을 위해 분할 매도를 실행하는 것이 유리합니다."
"2026-06-08 15:55:57",0.1598,"SELL",0.1598,0.3,0.15,0.18,"현재 SUT 가격(0.1598 USDT)은 24시간 최고가인 0.1604 USDT에 매우 근접하여 강한 저항선 부근에 위치해 있습니다. 또한 RSI(14) 지표가 72.09로 과매수 기준치인 65를 크게 초과하여 단기 고점 신호를 보내고 있습니다. 상승 모멘텀이 둔화되고 조정 가능성이 높은 시점이므로, 리스크 관리 및 수익 확정을 위해 분할 매도를 제안합니다."
"2026-06-08 16:01:10",0.1603,"HOLD",0.1603,0.2,0.15,0.18,"현재 SUT 가격은 0.1603 USDT로 24시간 최고가인 0.1604 USDT에 매우 근접하여 단기 저항을 맞이하고 있으나, RSI 14 수치가 48.94로 매우 중립적인 상태를 보이고 있습니다. SMA_5가 SMA_20 위에서 움직이며 단기 상승 흐름을 유지하고 있지만, 아직 확실한 고점 신호(RSI > 65)나 돌파 안착이 확인되지 않았으므로 수수료 낭비와 뇌동매매를 방지하기 위해 포지션을 유지하며 관망하는 HOLD 전략을 제안합니다."
"2026-06-08 16:06:20",0.1595,"HOLD",0.1595,0.1,0.15,0.18,"현재 SUT 가격은 0.1595 USDT로 24시간 최고가(0.1604 USDT) 부근에서 움직이고 있으나, RSI(14) 지표가 53.49로 과열 혹은 침체 상태가 아닌 중립 수준을 나타내고 있습니다. 가격이 단기 이동평균선(SMA_5: 0.1599)과 장기 이동평균선(SMA_20: 0.15928) 사이에서 수렴하며 횡보세를 지속하고 있어 확실한 방향성이 나타나기 전까지는 추가적인 매매를 지양하고 현 포지션을 유지(HOLD)하는 것이 안전합니다."
"2026-06-08 16:11:29",0.161,"SELL",0.161,0.3,0.148,0.185,"현재 SUT 가격인 0.161 USDT는 24시간 최고가(0.1604 USDT)를 돌파하여 단기 고점 영역에 도달했습니다. RSI(14 Ticks) 역시 61.54로 과매수 구간에 인접해 있으며, 단기 저항선 돌파 후 차익 실현 매물이 출현할 가능성이 높습니다. 규칙에 따라 고점 부근에서 수익을 확보하기 위해 분할 매도를 추천합니다."
